ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 01/07/2025;COBERTURA;IMPORTE AFILIADO
45363;pregabalina;NEURISTAN;150 mg cáps.x 30;Casasco;$ 51719.12;50%;$ 25859.56
46522;pregabalina;NEURISTAN;25 mg cáps.x 30;Casasco;$ 10700.21;50%;$ 5350.11
54227;pregabalina;NEURISTAN;50 mg cáps.x 30;Casasco;$ 20875.69;50%;$ 10437.85
51805;pregabalina;NEURISTAN MULTIDOSIS;75 mg comp.x 30;Casasco;$ 34811.67;50%;$ 17405.84
59862;pregabalina;NEURISTAN MULTIDOSIS;75 mg comp.x 60;Casasco;$ 60076.49;50%;$ 30038.25
45362;pregabalina;NEURISTAN;75 mg cáps.x 30;Casasco;$ 32958.09;50%;$ 16479.05
44640;quetiapina;ROSTRUM;100 mg comp.x 30;Casasco;$ 73563.27;50%;$ 36781.64
59855;quetiapina;ROSTRUM;100 mg comp.x 60;Casasco;$ 103432.2;50%;$ 51716.1
44641;quetiapina;ROSTRUM;200 mg comp.x 30;Casasco;$ 92913.79;50%;$ 46456.9
47591;quetiapina;ROSTRUM XR;200 mg comp.x 30;Casasco;$ 97044.28;50%;$ 48522.14
59856;quetiapina;ROSTRUM;200 mg comp.x 60;Casasco;$ 133045.6;50%;$ 66522.8
44638;quetiapina;ROSTRUM;25 mg comp.x 10;Casasco;$ 11237.89;50%;$ 5618.95
44639;quetiapina;ROSTRUM;25 mg comp.x 30;Casasco;$ 43495.54;50%;$ 21747.77
47592;quetiapina;ROSTRUM XR;300 mg comp.x 30;Casasco;$ 129123.82;50%;$ 64561.91
47589;quetiapina;ROSTRUM XR;50 mg comp.x 30;Casasco;$ 93538.51;50%;$ 46769.26
58991;rivaroxabán;REMEXAL;10 mg comp.rec.x 30;Casasco;$ 87361.46;50%;$ 43680.73
57660;rivaroxabán;REMEXAL;15 mg comp.rec.x 28;Casasco;$ 85523.51;50%;$ 42761.76
57661;rivaroxabán;REMEXAL;15 mg comp.rec.x 30;Casasco;$ 87681.22;50%;$ 43840.61
57662;rivaroxabán;REMEXAL;20 mg comp.rec.x 28;Casasco;$ 88922.22;50%;$ 44461.11
57663;rivaroxabán;REMEXAL;20 mg comp.rec.x 30;Casasco;$ 91985.97;50%;$ 45992.99
49690;roflumilast;LEMAST;0.5 mg comp.x 30;Casasco;$ 43338.11;50%;$ 21669.06
23714;rosuvastatina;HIPOLIPOL;10 mg comp.rec.x 28;Casasco;$ 18696.15;50%;$ 9348.08
55841;rosuvastatina;HIPOLIPOL;10 mg comp.rec.x 30;Casasco;$ 19202.47;50%;$ 9601.24
54923;rosuvastatina;HIPOLIPOL;10 mg comp.rec.x 56;Casasco;$ 36219.89;50%;$ 18109.95
24637;rosuvastatina;HIPOLIPOL;20 mg comp.rec.x 28;Casasco;$ 33481.17;50%;$ 16740.59
55842;rosuvastatina;HIPOLIPOL;20 mg comp.rec.x 30;Casasco;$ 34090.44;50%;$ 17045.22
54924;rosuvastatina;HIPOLIPOL;20 mg comp.rec.x 56;Casasco;$ 63841.58;50%;$ 31920.79
55484;rosuvastatina;HIPOLIPOL;40 mg comp.rec.x 28;Casasco;$ 57493.52;50%;$ 28746.76
55843;rosuvastatina;HIPOLIPOL;40 mg comp.rec.x 30;Casasco;$ 57913.34;50%;$ 28956.67
23712;rosuvastatina;HIPOLIPOL;5 mg comp.rec.x 28;Casasco;$ 12484.81;50%;$ 6242.41
55840;rosuvastatina;HIPOLIPOL;5 mg comp.rec.x 30;Casasco;$ 12561.08;50%;$ 6280.54
54922;rosuvastatina;HIPOLIPOL;5 mg comp.rec.x 56;Casasco;$ 23995.72;50%;$ 11997.86
59981;rosuvastatina+ezetimibe;HIPOLIPOL EZ;10/10 mg comp. x 30;Casasco;$ 26305.68;50%;$ 13152.84
59982;rosuvastatina+ezetimibe;HIPOLIPOL EZ;20/10 mg comp. x 30;Casasco;$ 45461.75;50%;$ 22730.88
31835;ruscogenina+hesperidina+asoc.;VENART;cáps.x 30;Casasco;$ 23335.5;50%;$ 11667.75
31836;ruscogenina+hesperidina+asoc.;VENART;cáps.x 60;Casasco;$ 41784.44;50%;$ 20892.22
41446;ruscogenina+meliloto,ext.fluido;VENART;cr.x 30 g;Casasco;$ 10492.92;50%;$ 5246.46
53102;ruscogenina+meliloto,ext.fluido;VENART;cr.x 60 g;Casasco;$ 18572.11;50%;$ 9286.06
40792;sertralina;ZOXX 100;100 mg comp.rec.x 30;Casasco;$ 38236.37;50%;$ 19118.19
59853;sertralina;ZOXX 100;100 mg comp.rec.x 60;Casasco;$ 54920.15;50%;$ 27460.08
40791;sertralina;ZOXX 50;50 mg comp.rec.x 30;Casasco;$ 22752.96;50%;$ 11376.48
59854;sertralina;ZOXX 50;50 mg comp.rec.x 60;Casasco;$ 36114.54;50%;$ 18057.27
40969;sildenafil;ACTIVIL MASTICABLE;50 mg comp.mast.x 2;Casasco;$ 4522.17;50%;$ 2261.09
1949;simeticona;FACTOR AG;200 mg comp.x 20;Casasco;$ 5691.22;50%;$ 2845.61
6080;simeticona;FACTOR AG;200 mg comp.x 40;Casasco;$ 10796.37;50%;$ 5398.19
1952;simeticona;FACTOR AG GOTAS;Ped.gts.x 30 ml;Casasco;$ 8206.88;50%;$ 4103.44
3831;simeticona;FACTOR AG FORTE;emuls.x 150 ml;Casasco;$ 7679.81;50%;$ 3839.91
1955;simeticona;FACTOR AG FORTE;emuls.x 60 ml;Casasco;$ 4918.27;50%;$ 2459.14
59844;sitagliptina;SOTIL;100 mg comp.rec.x 30;Casasco;$ 88406.45;100%;$ 0
59846;sitagliptina;SOTIL;25 mg comp.rec.x 30;Casasco;$ 69971.38;100%;$ 0
59845;sitagliptina;SOTIL;50 mg comp.rec.x 30;Casasco;$ 82424.2;100%;$ 0
59980;sitagliptina+metformina,clorh.;SOTIL MET XR;100/1000 mg comp.x 30;Casasco;$ 102853.93;100%;$ 0
60465;sitagliptina+metformina,clorh.;SOTIL MET;50/1000 mg comp.rec.x 30;Casasco;$ 55486.4;100%;$ 0
60464;sitagliptina+metformina,clorh.;SOTIL MET;50/1000 mg comp.rec.x 60;Casasco;$ 95188.09;100%;$ 0
59979;sitagliptina+metformina,clorh.;SOTIL MET XR;50/1000 mg comp.x 60;Casasco;$ 98482.7;100%;$ 0
60466;sitagliptina+metformina,clorh.;SOTIL MET;50/500 mg comp.rec.x 30;Casasco;$ 44979.67;100%;$ 0
60467;sitagliptina+metformina,clorh.;SOTIL MET;50/850 mg comp.rec.x 60;Casasco;$ 94561.2;100%;$ 0
46326;sodio,divalproato;VALCAS;250 mg comp.x 50;Casasco;$ 29317.52;80%;$ 5863.5
46327;sodio,divalproato;VALCAS;500 mg comp.x 50;Casasco;$ 53658.18;80%;$ 10731.64
47937;solifenacina;SOLIFEN;10 mg comp.rec.x 30;Casasco;$ 44307.47;50%;$ 22153.74
47936;solifenacina;SOLIFEN;5 mg comp.rec.x 30;Casasco;$ 39155.31;50%;$ 19577.66
53676;solifenacina+tamsulosina;URALOS MAX;6mg/0.4mg comp.x30;Casasco;$ 40748.01;50%;$ 20374.01
50475;tadalafilo;PERDURAL;20 mg comp.rec.x 2;Casasco;$ 19828.16;50%;$ 9914.08
52251;tadalafilo;PERDURAL;5 mg comp.rec.x 28;Casasco;$ 78910.92;50%;$ 39455.46
44636;tamsulosina;URALOS CR;0.4 mg comp.x 30;Casasco;$ 34883.29;50%;$ 17441.65
59850;tamsulosina;URALOS CR;0.4 mg comp.x 60;Casasco;$ 53332.11;50%;$ 26666.06
57657;telmisartán;SACTAN;40 mg comp.x 28;Casasco;$ 50264.65;60%;$ 20105.86
57658;telmisartán;SACTAN;80 mg comp.x 28;Casasco;$ 70608.56;60%;$ 28243.42
59943;telmisartán+amlodipina;SACTAN AMLO;40/5 mg comp.x 28;Casasco;$ 56475.23;50%;$ 28237.62
59945;telmisartán+amlodipina;SACTAN AMLO;80/10 mg comp.x 28;Casasco;$ 73038.28;50%;$ 36519.14
59944;telmisartán+amlodipina;SACTAN AMLO;80/5 mg comp.x 28;Casasco;$ 71011.52;50%;$ 35505.76
59940;telmisartán+hidroclorotiazida;SACTAN D;40/12.5 mg comp.x 28;Casasco;$ 44276.82;50%;$ 22138.41
59941;telmisartán+hidroclorotiazida;SACTAN D;80/12.5 mg comp.x 28;Casasco;$ 68136.53;50%;$ 34068.27
59942;telmisartán+hidroclorotiazida;SACTAN D;80/25 mg comp.x 28;Casasco;$ 72057.39;50%;$ 36028.7
32800;terazosina;ANDRIN;10 mg comp.x 30;Casasco;$ 20612.88;50%;$ 10306.44
32798;terazosina;ANDRIN;2 mg comp.x 30;Casasco;$ 13247.53;50%;$ 6623.77
32799;terazosina;ANDRIN;5 mg comp.x 30;Casasco;$ 16880.35;50%;$ 8440.18
49190;tióctico,ác.;TINACTOL;600 mg comp.x 30;Casasco;$ 37744.93;50%;$ 18872.47
49688;topiramato;EPISTAL;100 mg comp.x 28;Casasco;$ 43555.85;80%;$ 8711.17
49689;topiramato;EPISTAL;100 mg comp.x 56;Casasco;$ 82510.15;80%;$ 16502.03
49686;topiramato;EPISTAL;25 mg comp.x 28;Casasco;$ 14594.89;80%;$ 2918.98
59851;topiramato;EPISTAL;25 mg comp.x 56;Casasco;$ 24538.5;80%;$ 4907.7
49687;topiramato;EPISTAL;50 mg comp.x 28;Casasco;$ 27885.32;80%;$ 5577.06
59852;topiramato;EPISTAL;50 mg comp.x 56;Casasco;$ 50426.43;80%;$ 10085.29
56254;tramadol;LIXIDOL 100 LP;100 mg comp.LP.x 10;Casasco;$ 13626.68;50%;$ 6813.34
56255;tramadol;LIXIDOL GOTAS;100 mg gotas x 10 ml;Casasco;$ 14912.83;50%;$ 7456.42
56256;tramadol;LIXIDOL GOTAS;100 mg gotas x 20 ml;Casasco;$ 22551.69;50%;$ 11275.85
56252;tramadol;LIXIDOL 50;50 mg comp.x 20;Casasco;$ 13433.5;50%;$ 6716.75
56253;tramadol;LIXIDOL 50;50 mg comp.x 30;Casasco;$ 18732.88;50%;$ 9366.44
58307;tramadol;LIXIDOL GOTAS;50 mg gotas x 10 ml;Casasco;$ 10994;50%;$ 5497
58308;tramadol;LIXIDOL GOTAS;50 mg gotas x 20 ml;Casasco;$ 19702.47;50%;$ 9851.24
58771;tramadol+paracetamol;LIXIDOL GESIC;comp.x 10;Casasco;$ 12239.76;40%;$ 7343.86
58769;tramadol+paracetamol;LIXIDOL GESIC;comp.x 20;Casasco;$ 24097.18;40%;$ 14458.31
58770;tramadol+paracetamol;LIXIDOL GESIC;comp.x 30;Casasco;$ 30698.8;40%;$ 18419.28
54600;trimebutina+simeticona;FACTOREX;comp.x 30;Casasco;$ 13746.54;50%;$ 6873.27
55706;trimebutina+simeticona;FACTOREX;comp.x 60;Casasco;$ 25496.71;50%;$ 12748.36
48355;valsartán;DILCORAN;160 mg comp.rec.x 28;Casasco;$ 29822.81;60%;$ 11929.12
59860;valsartán;DILCORAN;160 mg comp.rec.x 30;Casasco;$ 26657.39;60%;$ 10662.96
54916;valsartán;DILCORAN;160 mg comp.rec.x 56;Casasco;$ 53445.77;60%;$ 21378.31
54228;valsartán;DILCORAN;320 mg comp.rec.x 28;Casasco;$ 32704.45;60%;$ 13081.78
59861;valsartán;DILCORAN;320 mg comp.rec.x 30;Casasco;$ 28501.26;60%;$ 11400.5
54917;valsartán;DILCORAN;320 mg comp.rec.x 56;Casasco;$ 7527.15;60%;$ 3010.86
48354;valsartán;DILCORAN;80 mg comp.rec.x 28;Casasco;$ 22532.98;60%;$ 9013.19
59859;valsartán;DILCORAN;80 mg comp.rec.x 30;Casasco;$ 20197.43;60%;$ 8078.97
54915;valsartán;DILCORAN;80 mg comp.rec.x 56;Casasco;$ 40738.57;60%;$ 16295.43
50472;valsartán+amlodipina;DILCORAN PLUS;160/10 mg comp.rec.x 28;Casasco;$ 35252.6;50%;$ 17626.3
54919;valsartán+amlodipina;DILCORAN PLUS;160/10 mg comp.rec.x 56;Casasco;$ 63780.65;50%;$ 31890.33
50471;valsartán+amlodipina;DILCORAN PLUS;160/5 mg comp.rec.x 28;Casasco;$ 34077.12;50%;$ 17038.56
54918;valsartán+amlodipina;DILCORAN PLUS;160/5 mg comp.rec.x 56;Casasco;$ 61565.87;50%;$ 30782.94
60406;valsartán+hidrocloroti.+amlodip.;DILCORAN PLUS D;160/12.5/10 mg comp.x 30;Casasco;$ 41275.45;50%;$ 20637.73
60407;valsartán+hidrocloroti.+amlodip.;DILCORAN PLUS D;160/12.5/5 mg comp.x 30;Casasco;$ 39248.81;50%;$ 19624.41
60408;valsartán+hidrocloroti.+amlodip.;DILCORAN PLUS D;320/25/10 mg comp.x 30;Casasco;$ 44214.99;50%;$ 22107.5
50470;valsartán+hidroclorotiazida;DILCORAN D;160/12.5 mg comp.rec.x28;Casasco;$ 26647.89;50%;$ 13323.95
50469;valsartán+hidroclorotiazida;DILCORAN D;80/12.5 mg comp.rec.x 28;Casasco;$ 22777.82;50%;$ 11388.91
54920;valsartán+hidroclorotiazida;DILCORAN D;80/12.5 mg comp.rec.x 56;Casasco;$ 23792.66;50%;$ 11896.33
44644;venlafaxina;SUNVEX LP;150 mg cáps.x 28;Casasco;$ 31035.77;50%;$ 15517.89
44642;venlafaxina;SUNVEX LP;37.5 mg cáps.x 28;Casasco;$ 22299.63;50%;$ 11149.82
44643;venlafaxina;SUNVEX LP;75 mg cáps.x 28;Casasco;$ 23279.29;50%;$ 11639.65
18053;vit.+minerales;POLPER CALCIO-MAGNESIO;comp.x 30;Casasco;$ 21562.37;40%;$ 12937.42
56245;vit.d3;CRADA;sol.oral x 2 ml;Casasco;$ 8516.27;40%;$ 5109.76
49805;aciclovir;VIROSTATIC 800;comp.x 20;Cassarß;$ 19250;60%;$ 7700
45844;amoxicilina+clavulánico,ác.;CLAMOXOL DUO;comp.rec.x 10;Cassarß;$ 8650.24;60%;$ 3460.1
42042;amoxicilina+clavulánico,ác.;CLAMOXOL DUO;comp.rec.x 14;Cassarß;$ 9640.6;60%;$ 3856.24
49050;betametasona+gentamic.+miconazol;BETACORT PLUS CASSARA;cr.dérmica x 25 g;Cassarß;$ 9189.51;50%;$ 4594.76
45935;budesonide;NEUMOCORT HFA;200 mcg aer.x 200 dosis;Cassarß;$ 12364.12;80%;$ 2472.82
47358;budesonide;NEUMOCORT + AEROMED;200 mcg hfa aer.x 200ds.;Cassarß;$ 18288.3;80%;$ 3657.66
28698;budesonide;HYPERSOL B 100;spray nasal x 100 dosis;Cassarß;$ 9601.11;80%;$ 1920.22
28697;budesonide;HYPERSOL B 50;spray nasal x 200 dosis;Cassarß;$ 9234.43;80%;$ 1846.89
59432;budesonide+formoterol;NEUMOCORT PLUS;200/6 mcg cáps.inh.x 60;Cassarß;$ 36399.83;60%;$ 14559.93
52142;budesonide+formoterol;NEUMOCORT PLUS;200/6mcg aer.inh.x 60ds.;Cassarß;$ 14131.43;60%;$ 5652.57
50084;budesonide+formoterol;NEUMOCORT PLUS;200/6mcg aer.inh.x150ds.;Cassarß;$ 34507.83;60%;$ 13803.13
57567;budesonide+formoterol;NEUMOCORT PLUS;cáps.c/polvo x120+aplic.;Cassarß;$ 54747.75;60%;$ 21899.1
57392;budesonide+formoterol;NEUMOCORT PLUS;cáps.c/polvo x60 +aplic.;Cassarß;$ 38116.63;60%;$ 15246.65
36898;cetirizina;ATOPIX;comp.rec.x 20;Cassarß;$ 13050;40%;$ 7830
37180;cetirizina;ATOPIX;gts.x 20 ml;Cassarß;$ 8890;40%;$ 5334
50010;cistina+asoc.;RECUPEL;comp.x 60;Cassarß;$ 29100;40%;$ 17460
36632;clindamicina;CLIDAN;gel dérm.x 15 g;Cassarß;$ 6002.91;60%;$ 2401.16
39205;clindamicina+benzoílo,peróxido;CLIDAN B;gel x 30 g;Cassarß;$ 10754.82;50%;$ 5377.41
32425;clotrimazol;MICOSEP;pasta dérm.x 30 g;Cassarß;$ 8270;40%;$ 4962
50517;fluconazol;FLUCODERM;150 mg comp.ran.x 4;Cassarß;$ 16262.34;50%;$ 8131.17
46726;fluticasona;FLUTICORT;125 mcg aer.hfa x 120ds.;Cassarß;$ 24823.4;80%;$ 4964.68
46727;fluticasona;FLUTICORT;250 mcg aer.hfa x 120ds.;Cassarß;$ 31991.5;80%;$ 6398.3
45636;fluticasona;FLUTICORT;50 mcg spray nas.x60 ds.;Cassarß;$ 8440;80%;$ 1688
48169;fluticasona+salmeterol;FLUTIVENT HFA;125/25 mcg dosis x 120;Cassarß;$ 31194.03;60%;$ 12477.61
48156;fluticasona+salmeterol;FLUTIVENT HFA;125/25 mcg dosis x 60;Cassarß;$ 15056.29;60%;$ 6022.52
48681;fluticasona+salmeterol;FLUTIVENT+AEROMED HFA;125/25mcg ds.x150+espac.;Cassarß;$ 36420.12;60%;$ 14568.05
47968;fluticasona+salmeterol;FLUTIVENT HFA;250/25 mcg dosis x 120;Cassarß;$ 35226.08;60%;$ 14090.43
47680;fluticasona+salmeterol;FLUTIVENT HFA;250/25 mcg dosis x 60;Cassarß;$ 15871.13;60%;$ 6348.45
26106;fusídico,ác.;FUSIMED;2% cr.x 15 g;Cassarß;$ 6135.04;60%;$ 2454.02
24362;fusídico,ác.+betametasona;FUSIMED B OTONASAL;emuls.x 15 g;Cassarß;$ 9301.06;50%;$ 4650.53
23064;fusídico,ác.+betametasona;FUSIMED B;emuls.x 50 g;Cassarß;$ 14381.13;50%;$ 7190.57
24231;hidrocortisona;ALFACORT;1% cr.x 30 g;Cassarß;$ 6223.03;50%;$ 3111.52
24232;hidrocortisona;ALFACORT;1% emuls.x 100 ml;Cassarß;$ 15668.38;50%;$ 7834.19
26462;hidrocortisona;ALFACORT;1% emuls.x 15 ml;Cassarß;$ 4482.64;50%;$ 2241.32
25126;hidrocortisona;ALFACORT UNIDOSIS;env.x 20 unidosis;Cassarß;$ 10688.32;50%;$ 5344.16
42288;imiquimod;MODULCASS;5% cr.derm.x 3 g;Cassarß;$ 13493.41;50%;$ 6746.71
47471;ipratropio,bromuro;AEROTROP;aer.hfa x 250 ds.;Cassarß;$ 13791.06;60%;$ 5516.42
38201;ipratropio,bromuro;AEROTROP;sol.neb.x24 unid.x 2.5ml;Cassarß;$ 13845.48;60%;$ 5538.19
44319;ipratropio,bromuro;AEROTROP;spray nasal x 120 dosis;Cassarß;$ 8293.95;60%;$ 3317.58
46257;itraconazol;ITRAC 200;cáps.x 14;Cassarß;$ 21609.35;50%;$ 10804.68
31806;itraconazol;ITRAC 100;cáps.x 15;Cassarß;$ 17782.8;50%;$ 8891.4
50388;ivermectina;LICEND;0.5% loción x 60 g;Cassarß;$ 9464.29;50%;$ 4732.15
55470;ivermectina;IVERCASS;comp.x 4;Cassarß;$ 13653.88;50%;$ 6826.94
55128;ivermectina;IVERCASS;sol.oral gtas.x 20 ml;Cassarß;$ 16808.7;50%;$ 8404.35
50948;ketoconazol;EUMICEL COLAGENO;2% shamp.x 120 ml;Cassarß;$ 16470;40%;$ 9882
24230;loratadina+betametasona;SINALER B;comp.x 20;Cassarß;$ 13130;40%;$ 7878
34506;loratadina+betametasona;SINALER B;jbe.x 50 ml;Cassarß;$ 7030;40%;$ 4218
42043;loratadina+pseudoefedrina;SINALER D;caps.x 10;Cassarß;$ 9247.27;40%;$ 5548.36
38357;metronidazol;METRAL;1% cr.x 30 g;Cassarß;$ 8679.42;50%;$ 4339.71
51003;mometasona furoato;SUAVICORT;cr.x 20 g;Cassarß;$ 11146.37;50%;$ 5573.19
50925;mometasona furoato;SUAVICORT;spray nasal x 150 ds.;Cassarß;$ 14600;50%;$ 7300
56081;moxifloxacina;MOXIBASE;400 mg comp.rec.x 10;Cassarß;$ 27950.57;80%;$ 5590.11
12536;nafazolina+cromoglicato disódico;RINOGEL;gel nasal x 15 ml;Cassarß;$ 6169.77;50%;$ 3084.89
40235;nicotina;NIUX;spray nasal x 200 ds.;Cassarß;$ 23843.09;50%;$ 11921.55
22487;ofloxacina;OTOFLOX;gts.óticas x 10 ml;Cassarß;$ 10850.33;60%;$ 4340.13
43788;oximetazolina;OXILER D;spray x 10 ml;Cassarß;$ 9346.88;50%;$ 4673.44
18640;podofilox;PODOXIN;sol.tópica x 3.5 ml;Cassarß;$ 11584.3;50%;$ 5792.15
2029;prednisolona+cloramfenicol;ESODAR;susp.est.x 10 ml;Cassarß;$ 6552.08;50%;$ 3276.04
49806;ribosomas+proteoglicanos;SUMMAVAC R;comp.x 12;Cassarß;$ 39351.55;50%;$ 19675.78
47141;salbutamol;SALBUTRAL C/AEROMED;aer.hfa x 250 dosis;Cassarß;$ 13047.5;80%;$ 2609.5
45496;salbutamol;SALBUTRAL;aer.x 250 dosis;Cassarß;$ 8155.72;80%;$ 1631.14
39858;salbutamol+beclometasona;BUTOCORT HFA;aer.x 250 dosis;Cassarß;$ 9752.64;80%;$ 1950.53
49159;salbutamol+ipratropio,br.;SALBUTRAL AC HFA;aer.x 250 dosis;Cassarß;$ 22539.03;60%;$ 9015.61
38474;salbutamol+ipratropio,br.;SALBUTRAL AC;sol.p/neb.unid.x24x2.5ml;Cassarß;$ 13479.52;60%;$ 5391.81
53492;salicílico,ác.;VERRUKID PEDIATRICO;gel líq.x 10 g;Cassarß;$ 10696.3;50%;$ 5348.15
21229;sodio,carbonato;OTOCLEAN GOTAS OTICAS;gts.óticas x 10 ml;Cassarß;$ 5375.31;50%;$ 2687.66
28233;sodio,cloruro;HYPERSOL;3% spray nasal x 25 ml;Cassarß;$ 6290;50%;$ 3145
48821;sodio,cloruro;HYPERSOL NEBU;sol.neb.unids.estér.x 12;Cassarß;$ 17298.03;50%;$ 8649.02
29640;sodio,cloruro;HYPERSOL UNIDOSIS;unidosis estériles x 25;Cassarß;$ 6856.45;50%;$ 3428.23
50680;sodio,cloruro+carragenina;NASITRAL;spray nasal est. x 10ml;Cassarß;$ 11601.45;50%;$ 5800.73
37950;sodio,cloruro+xilitol;XYLISOL;spray nasal x 25 ml;Cassarß;$ 8575.54;50%;$ 4287.77
26252;tretinoína;NEOTRETIN D;0.005% cr.x 30 g;Cassarß;$ 9382.79;50%;$ 4691.4
26253;tretinoína;NEOTRETIN M;0.025% cr.x 30 g;Cassarß;$ 10280.42;50%;$ 5140.21
26254;tretinoína;NEOTRETIN F;0.050% cr.x 30 g;Cassarß;$ 11545;50%;$ 5772.5
2072;vacuna polimicrob.polimicót.;SUMMAVAC M;iny.a.x 8;Cassarß;$ 32860.25;50%;$ 16430.13
2073;vacuna polimicrob.polimicót.;SUMMAVAC P;iny.a.x 8;Cassarß;$ 34470.63;50%;$ 17235.32
57512;aripiprazol;ARINOVA;10 mg comp.x 28;Celnova Argenti;$ 21316.33;50%;$ 10658.17
57515;aripiprazol;ARINOVA;15 mg comp.x 28;Celnova Argenti;$ 29164.86;50%;$ 14582.43
57514;aripiprazol;ARINOVA;5 mg comp.x 28;Celnova Argenti;$ 18263.99;50%;$ 9132
57513;aripiprazol;ARINOVA;fco.x 150 ml;Celnova Argenti;$ 29235.45;50%;$ 14617.73
49769;dispositivo para aplic.insulina;AGUJAS BD ULTRAFINE 5MM 31G;31G x 5mm caja x 100;Celnova Argenti;$ 26553.98;100%;$ 0
50110;dispositivo para aplic.insulina;AGUJAS BD ULTRAFINE 8MM 31G;31G x 8mm caja x 100;Celnova Argenti;$ 26553.98;100%;$ 0
56746;dispositivo para aplic.insulina;AGUJAS BD ULTRAFINE 4MM 32G (EF);32G x 4mm caja x 100;Celnova Argenti;$ 26553.98;100%;$ 0
39121;dispositivo para aplic.insulina;JERINGAS BD ULTRAFINE 0.3 ML AGUJA CORTA;Jga.0.3cc. 8mmx30g x100u;Celnova Argenti;$ 35423.69;100%;$ 0
39120;dispositivo para aplic.insulina;JERINGAS BD ULTRAFINE 0.5 ML AGUJA CORTA;Jga.0.5cc 8mmx30g x 100u;Celnova Argenti;$ 35423.69;100%;$ 0
39122;dispositivo para aplic.insulina;JERINGAS BD ULTRAFINE 1 ML AGUJA CORTA;Jga.1cc 8mmx30g x 100u;Celnova Argenti;$ 35423.69;100%;$ 0
49239;dispositivo para aplic.insulina;JERINGAS BD ULTRAFINE 0.3 ML AGUJA MINI;jga.0.3cc 6mmx31G x 100u;Celnova Argenti;$ 35423.69;100%;$ 0
49238;dispositivo para aplic.insulina;JERINGAS BD ULTRAFINE 0.5 ML AGUJA MINI;jga.0.5cc 6mmx31G x 100u;Celnova Argenti;$ 35423.69;100%;$ 0
49237;dispositivo para aplic.insulina;JERINGAS BD ULTRAFINE 1 ML AGUJA MINI;jga.1cc 6mmx31G x100u;Celnova Argenti;$ 35423.69;100%;$ 0
58583;donepecilo;DONENOVA;10 mg comp.rec.x 30;Celnova Argenti;$ 37703.02;50%;$ 18851.51
58582;donepecilo;DONENOVA;5 mg comp.rec.x 30;Celnova Argenti;$ 29848.2;50%;$ 14924.1
57504;escitalopram;ESCITANOVA;10 mg comp.rec.x 28;Celnova Argenti;$ 26706.47;50%;$ 13353.24
57503;escitalopram;ESCITANOVA;20 mg comp.rec.x 28;Celnova Argenti;$ 48699.57;50%;$ 24349.79
55762;levetiracetam;LEVENOVA;1000 mg comp.rec.x 30;Celnova Argenti;$ 122534.58;50%;$ 61267.29
55761;levetiracetam;LEVENOVA;500 mg comp.rec.x 60;Celnova Argenti;$ 124974.57;50%;$ 62487.29
10994;levomepromazina;NOZINAN;25 mg comp.x 30;Celnova Argenti;$ 16135.46;50%;$ 8067.73
57052;olanzapina;OLANZANOVA;10 mg comp.rec.x 28;Celnova Argenti;$ 125098.83;50%;$ 62549.42
57505;olanzapina;OLANZANOVA;5 mg comp.rec.x 28;Celnova Argenti;$ 60041.17;50%;$ 30020.59
59990;quetiapina;QUETIANOVA;25 mg comp.rec.x 30;Celnova Argenti;$ 35932.78;50%;$ 17966.39
57258;sertralina;SERTRANOVA;100 mg comp.rec.x 30;Celnova Argenti;$ 35535.21;50%;$ 17767.61
57257;sertralina;SERTRANOVA;50 mg comp.rec.x 30;Celnova Argenti;$ 20422.29;50%;$ 10211.15
43318;vildagliptin;GALVUS;50 mg comp.x 28;Celnova Argenti;$ 44547.15;100%;$ 0
42278;vildagliptin;GALVUS;50 mg comp.x 56;Celnova Argenti;$ 86939.9;100%;$ 0
43320;vildagliptin+metformina;GALVUS MET;50/1000 mg comp.x 30;Celnova Argenti;$ 60302.6;100%;$ 0
42498;vildagliptin+metformina;GALVUS MET;50/1000 mg comp.x 60;Celnova Argenti;$ 114085.53;100%;$ 0
50039;vildagliptin+metformina;GALVUS MET;50/500 mg comp.x 30;Celnova Argenti;$ 53022.36;100%;$ 0
50040;vildagliptin+metformina;GALVUS MET;50/500 mg comp.x 60;Celnova Argenti;$ 99940.31;100%;$ 0
43319;vildagliptin+metformina;GALVUS MET;50/850 mg comp.x 30;Celnova Argenti;$ 53022.36;100%;$ 0
42497;vildagliptin+metformina;GALVUS MET;50/850 mg comp.x 60;Celnova Argenti;$ 99940.31;100%;$ 0
12258;alprazolam;BESTROL;0.5 mg comp.x 20;Cetus;$ 3676.74;50%;$ 1838.37
19676;alprazolam;BESTROL;0.5 mg comp.x 40;Cetus;$ 6186.02;50%;$ 3093.01
13402;alprazolam;BESTROL;0.5 mg comp.x 60;Cetus;$ 8403.91;50%;$ 4201.96
12259;alprazolam;BESTROL;1 mg comp.x 20;Cetus;$ 6247.65;50%;$ 3123.83
19677;alprazolam;BESTROL;1 mg comp.x 40;Cetus;$ 10010.96;50%;$ 5005.48
13403;alprazolam;BESTROL;1 mg comp.x 60;Cetus;$ 13975.05;50%;$ 6987.53
2164;bametano+asoc.;FLAVAL;comp.x 30;Cetus;$ 30635.2;50%;$ 15317.6
